Num_processo;Superintendencia;Tipologia_processo;Servico_telecom;Grupo_economico;Duracao_processo;Renuncia;Situacao_multa;Recurso_juridico;Cadin;Divida_ativa;Valor_multa;Saldo_devedor
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;445;Sim;Quitado;Nao;Nao;Nao;21.555,82;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;445;Nao;Quitado;Nao;Nao;Nao;480;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;444;Nao;Parcial;Nao;Sim;Sim;9.506,66;1.250,07
5,352E+14;SFI;Sem tipologia definida;SCM;OUTROS;604;Sim;Quitado;Nao;Nao;Nao;3.608,20;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1428;Nao;Devedor;Nao;Sim;Sim;43.244,97;43.244,97
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;469;Nao;Quitado;Nao;Nao;Nao;770;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;464;Sim;Quitado;Nao;Nao;Nao;165;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;463;Sim;Quitado;Nao;Nao;Nao;82,5;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;455;Nao;Devedor;Nao;Sim;Sim;36.728,84;36.728,84
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;406;Sim;Quitado;Nao;Nao;Nao;12.576,32;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;441;Nao;Quitado;Nao;Nao;Nao;330;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;TELEFÔNICA;1386;Sim;Quitado;Nao;Nao;Nao;226.913,47;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;TELEFÔNICA;1089;Sim;Quitado;Nao;Nao;Nao;657.131,25;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;576;Nao;Devedor;Nao;Nao;Nao;380.364,36;380.364,36
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;496;Nao;Quitado;Nao;Nao;Nao;770;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;476;Nao;Quitado;Nao;Nao;Nao;440;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;471;Sim;Quitado;Nao;Nao;Nao;1.920,00;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;464;Nao;Devedor;Nao;Sim;Sim;1.430,00;1.430,00
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;457;Nao;Quitado;Nao;Nao;Nao;990;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;ALPHAVILLE;1401;Nao;Quitado;Nao;Nao;Nao;44.710,29;0
5,35E+14;SCO;Rede Externa;STFC;TELEFÔNICA;970;Sim;Quitado;Nao;Nao;Nao;105.418,50;0
5,3532E+14;SFI;Sem tipologia definida;SCM;OUTROS;482;Sim;Quitado;Nao;Nao;Nao;4.009,12;0
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;170;Sim;Quitado;Nao;Nao;Nao;656,25;0
5,35E+14;SCO;Portabilidade Numérica;STFC;OUTROS;652;Nao;Devedor;Nao;Sim;Sim;639,42;639,42
5,3532E+14;SFI;Sem tipologia definida;SCM;OUTROS;483;Sim;Quitado;Nao;Nao;Nao;4.009,12;0
5,35E+14;SCO;Descumprimento de Determinação;STFC;OI;1963;Nao;Devedor;Nao;Nao;Sim;200.821,89;200.821,89
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;624;Nao;Devedor;Nao;Sim;Sim;4.810,94;4.810,94
5,3532E+14;SFI;Sem tipologia definida;SCM;OUTROS;413;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3554E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;677;Nao;Devedor;Nao;Nao;Sim;5.595,49;5.595,49
5,3542E+14;SFI;Certificação de Produtos;SMP;OUTROS;890;Nao;Devedor;Nao;Sim;Sim;150.330,00;150.330,00
5,3554E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;139;Nao;Devedor;Nao;Sim;Sim;3.010,08;3.010,08
5,35E+14;SCO;Sem tipologia definida;SMP;OUTROS;659;Sim;Quitado;Nao;Nao;Nao;1.500,00;0
5,3554E+14;SFI;Sem tipologia definida;SCM;OUTROS;141;Sim;Quitado;Nao;Nao;Nao;2.257,56;0
5,3557E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;309;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,35E+14;SCO;Portabilidade Numérica;SMP;ALGAR;980;Nao;Quitado;Nao;Nao;Nao;278.991,86;0
5,3524E+14;SFI;Sem tipologia definida;SCM;OUTROS;565;Nao;Quitado;Nao;Nao;Nao;440;0
5,3578E+14;SFI;Sem tipologia definida;SCM;OUTROS;644;Sim;Quitado;Nao;Nao;Nao;3.776,95;0
5,3542E+14;SFI;Sem tipologia definida;SCM;OUTROS;223;Nao;Parcial;Nao;Sim;Sim;3.010,08;2.959,89
5,3554E+14;SFI;Sem tipologia definida;SCM;OUTROS;194;Nao;Devedor;Nao;Sim;Sim;3.010,08;3.010,08
5,35E+14;SCO;Universalização;STFC;OI;1519;Nao;Devedor;Nao;Sim;Sim;262.491,04;262.491,04
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;TELEFÔNICA;2056;Nao;Devedor;Nao;Nao;Nao;179.374,82;179.374,82
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1545;Nao;Quitado;Nao;Nao;Nao;17.720,00;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1373;Nao;Quitado;Nao;Nao;Nao;128.563,01;0
5,3524E+14;SFI;Sem tipologia definida;SCM;OUTROS;404;Nao;Devedor;Nao;Sim;Sim;5.880,04;5.880,04
5,35E+14;SCO;Obrigações Legais e Contratuais;SCM;OUTROS;645;Nao;Devedor;Nao;Sim;Sim;13.007,34;13.007,34
5,3542E+14;SFI;Sem tipologia definida;SMP;OUTROS;406;Nao;Quitado;Nao;Nao;Nao;1.100,00;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;907;Nao;Devedor;Nao;Sim;Sim;3.840,00;3.840,00
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1362;Nao;Devedor;Nao;Sim;Sim;129.472,09;129.472,09
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1565;Nao;Devedor;Nao;Sim;Sim;42.474,25;42.474,25
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1376;Nao;Quitado;Nao;Nao;Nao;2.200,00;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;ALGAR;1376;Nao;Devedor;Sim;Nao;Nao;770.770,53;770.770,53
5,35E+14;SCO;Sem tipologia definida;SeAC;ALGAR;781;Sim;Quitado;Nao;Nao;Nao;93.520,49;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;781;Sim;Quitado;Nao;Nao;Nao;1.650,00;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;764;Sim;Quitado;Nao;Nao;Nao;1.980,00;0
5,35E+14;SCO;Obrigações Legais e Contratuais;SCM;OUTROS;652;Nao;Devedor;Nao;Sim;Sim;12.022,83;12.022,83
5,3516E+14;SFI;Certificação de Produtos;SMP;OUTROS;1790;Nao;Devedor;Nao;Nao;Nao;3.000,00;3.000,00
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1371;Nao;Devedor;Nao;Sim;Sim;3.080,00;3.080,00
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;827;Sim;Quitado;Nao;Nao;Nao;2.880,00;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;ABRIL;787;Nao;Devedor;Nao;Nao;Nao;13.078,57;13.078,57
5,3528E+14;SFI;Obstrução à Fiscalização;SCM;OUTROS;1241;Nao;Quitado;Nao;Nao;Nao;3.807,94;0
5,3528E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;1220;Nao;Quitado;Nao;Nao;Nao;2.859,58;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1555;Sim;Quitado;Nao;Nao;Nao;3.315,00;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;843;Sim;Quitado;Nao;Nao;Nao;2.640,00;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;791;Sim;Quitado;Nao;Nao;Nao;960;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;785;Sim;Quitado;Nao;Nao;Nao;1.980,00;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;771;Nao;Quitado;Nao;Nao;Nao;1.920,00;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;771;Nao;Quitado;Nao;Nao;Nao;880;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;725;Sim;Quitado;Nao;Nao;Nao;14.400,00;0
5,35E+14;SCO;Sem tipologia definida;SeAC;CABO CENTRO-MINAS;724;Sim;Quitado;Nao;Nao;Nao;6.720,00;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;620;Sim;Quitado;Nao;Nao;Nao;960;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OI;828;Sim;Quitado;Nao;Nao;Nao;31.895,32;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1365;Nao;Quitado;Nao;Nao;Nao;5.280,00;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;772;Nao;Devedor;Nao;Nao;Sim;5.070,00;5.070,00
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1635;Nao;Devedor;Sim;Nao;Nao;10.542.763,99;10.542.763,99
5,35E+14;SCO;Sem tipologia definida;SeAC;OI;788;Sim;Quitado;Nao;Nao;Nao;99.180,92;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;787;Nao;Devedor;Nao;Sim;Sim;6.400,00;6.400,00
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;771;Sim;Quitado;Nao;Nao;Nao;5.280,00;0
5,35E+14;SCO;Sem tipologia definida;SeAC;CABLE.COM;728;Nao;Quitado;Nao;Nao;Nao;1.280,00;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;679;Nao;Quitado;Nao;Nao;Nao;1.920,00;0
5,3528E+14;SFI;Sem tipologia definida;SCM;OUTROS;376;Nao;Quitado;Nao;Nao;Nao;3.010,08;0
5,3528E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;407;Nao;Quitado;Nao;Nao;Nao;6.414,59;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1499;Nao;Devedor;Sim;Nao;Nao;9.222.836,87;9.222.836,87
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;690;Nao;Quitado;Nao;Nao;Sim;1.280,00;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;783;Nao;Devedor;Nao;Sim;Sim;19.385,16;19.385,16
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;783;Sim;Quitado;Nao;Nao;Nao;6.600,00;0
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;782;Sim;Quitado;Nao;Nao;Nao;990;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;CAMBÉ;813;Nao;Devedor;Nao;Sim;Sim;8.960,00;8.960,00
5,35E+14;SCO;Sem tipologia definida;SeAC;OUTROS;800;Sim;Quitado;Nao;Nao;Nao;3.840,00;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;782;Nao;Parcial;Nao;Sim;Sim;8.800,00;7.554,07
5,3528E+14;SFI;Sem tipologia definida;SCM;OUTROS;592;Nao;Quitado;Nao;Nao;Nao;6.093,86;0
5,35E+14;SCO;Gestão da Qualidade - SeAC;SeAC;OUTROS;1383;Nao;Devedor;Sim;Nao;Nao;2.592.556,64;2.592.556,64
5,3554E+14;SFI;Sem tipologia definida;SCM;OUTROS;263;Nao;Quitado;Nao;Nao;Nao;2.709,07;0
5,3528E+14;SFI;Sem tipologia definida;SCM;OUTROS;426;Sim;Quitado;Nao;Nao;Nao;4.585,98;0
5,352E+14;SFI;Sem tipologia definida;SCM;OUTROS;600;Sim;Quitado;Nao;Nao;Nao;330;0
5,3566E+14;SFI;Descumprimento de Determinação;SCM;OUTROS;748;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,352E+14;SFI;Sem tipologia definida;SCM;OUTROS;560;Nao;Parcial;Nao;Sim;Sim;5.345,49;4.737,26
5,3504E+14;SFI;Descumprimento de Determinação;SMP;OUTROS;915;Nao;Devedor;Nao;Sim;Sim;4.000,00;4.000,00
5,352E+14;SFI;Sem tipologia definida;SCM;OUTROS;424;Nao;Quitado;Nao;Nao;Nao;2.859,58;0
5,35E+14;SCO;Direitos do Consumidor - STFC;STFC;CLARO;1495;Nao;Quitado;Nao;Nao;Nao;2.500,00;0
5,352E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;565;Nao;Parcial;Nao;Nao;Sim;5.345,49;4.641,52
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;939;Nao;Devedor;Nao;Nao;Sim;2.405,47;2.405,47
5,3545E+14;SFI;Sem tipologia definida;SCM;OUTROS;587;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3504E+14;SFI;Licenciamento de Estação;SMP;NEXTEL;1482;Sim;Quitado;Nao;Nao;Nao;102.255,27;0
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;930;Nao;Devedor;Nao;Sim;Sim;40.900,00;40.900,00
5,3554E+14;SFI;Sem tipologia definida;SMP;OUTROS;244;Sim;Quitado;Nao;Nao;Nao;487,5;0
5,3528E+14;SFI;Sem tipologia definida;SCM;OUTROS;406;Sim;Quitado;Nao;Nao;Nao;2.894,62;0
5,3584E+14;SCO;Universalização;STFC;OI;2020;Nao;Devedor;Nao;Nao;Nao;95.756,19;95.756,19
5,3572E+14;SFI;Sem tipologia definida;SCM;OUTROS;487;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3532E+14;SFI;Sem tipologia definida;SCM;OUTROS;656;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,3524E+14;SFI;Sem tipologia definida;SCM;OUTROS;678;Nao;Quitado;Nao;Nao;Nao;440;0
5,3532E+14;SFI;Sem tipologia definida;SCM;OUTROS;607;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3548E+14;SFI;Licenciamento de Estação;SCM;OUTROS;1263;Nao;Devedor;Nao;Sim;Sim;2.370,53;2.370,53
5,3548E+14;SFI;Sem tipologia definida;SCM;OUTROS;287;Sim;Quitado;Nao;Nao;Nao;2.257,56;0
5,3548E+14;SFI;Sem tipologia definida;SCM;OUTROS;292;Nao;Quitado;Nao;Nao;Nao;2.805,00;0
5,3504E+14;SFI;Certificação de Produtos;SCM;OUTROS;2093;Nao;Devedor;Nao;Nao;Nao;112.413,00;112.413,00
5,3508E+14;SFI;Licenciamento de Estação;SCM;OUTROS;1809;Nao;Devedor;Nao;Sim;Sim;110.000,00;110.000,00
5,3532E+14;SFI;Sem tipologia definida;SCM;OUTROS;746;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,3508E+14;SFI;Sem tipologia definida;SeAC;OUTROS;559;Nao;Quitado;Nao;Nao;Sim;1.336,37;0
5,3508E+14;SFI;Sem tipologia definida;STFC;CLARO;722;Sim;Quitado;Nao;Nao;Nao;3.750,00;0
5,352E+14;SFI;Sem tipologia definida;SCM;OUTROS;660;Nao;Devedor;Nao;Sim;Sim;440;440
5,3563E+14;SFI;Sem tipologia definida;SCM;OUTROS;601;Sim;Quitado;Nao;Nao;Nao;330;0
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;460;Nao;Devedor;Nao;Sim;Sim;2.558,57;2.558,57
5,352E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;643;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,352E+14;SFI;Irregularidade Técnica;SMP;CLARO;798;Nao;Quitado;Nao;Nao;Nao;3.250,00;0
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;641;Nao;Quitado;Nao;Nao;Nao;4.810,94;0
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;613;Nao;Devedor;Nao;Sim;Sim;2.672,75;2.672,75
5,352E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;1681;Nao;Devedor;Nao;Sim;Sim;2.271,83;2.271,83
5,3528E+14;SFI;Sem tipologia definida;SCM;OUTROS;432;Nao;Parcial;Nao;Nao;Sim;7.911,94;7.483,05
5,352E+14;SFI;Sem tipologia definida;SCM;OUTROS;646;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,3504E+14;SFI;Descumprimento de Determinação;SCM;OUTROS;949;Nao;Quitado;Nao;Nao;Nao;1.515,00;0
5,3566E+14;SFI;Sem tipologia definida;SCM;OUTROS;711;Nao;Devedor;Nao;Sim;Sim;2.031,31;2.031,31
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;666;Nao;Devedor;Nao;Sim;Sim;5.545,49;5.545,49
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;617;Nao;Devedor;Nao;Sim;Sim;2.872,75;2.872,75
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;607;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;602;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;661;Sim;Quitado;Nao;Nao;Nao;4.009,11;0
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;822;Nao;Devedor;Nao;Sim;Sim;50.298,00;50.298,00
5,3504E+14;SFI;Certificação de Produtos;SCM;OUTROS;1005;Nao;Quitado;Nao;Nao;Nao;300;0
5,352E+14;SFI;Sem tipologia definida;SCM;OUTROS;627;Nao;Quitado;Nao;Nao;Sim;5.345,49;0
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;719;Nao;Devedor;Nao;Sim;Sim;440;440
5,352E+14;SFI;Sem tipologia definida;STFC;OUTROS;694;Sim;Quitado;Nao;Nao;Nao;868,02;0
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;595;Nao;Quitado;Nao;Nao;Nao;1.367,62;0
5,3508E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;763;Nao;Devedor;Nao;Sim;Sim;2.672,75;2.672,75
5,3578E+14;SFI;Sem tipologia definida;SCM;OUTROS;347;Nao;Quitado;Nao;Nao;Nao;1.050,00;0
5,3578E+14;SFI;Certificação de Produtos;SCM;OUTROS;1756;Nao;Devedor;Nao;Nao;Sim;9.100,00;9.100,00
5,3578E+14;SFI;Irregularidade Técnica;SCM;OUTROS;629;Nao;Devedor;Sim;Nao;Sim;26.340,00;26.340,00
5,3578E+14;SFI;Sem tipologia definida;SCM;OUTROS;348;Sim;Quitado;Nao;Nao;Nao;960;0
5,3578E+14;SFI;Sem tipologia definida;SCM;OUTROS;349;Sim;Quitado;Nao;Nao;Nao;960;0
5,3528E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;722;Nao;Quitado;Nao;Nao;Nao;5.257,21;0
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;821;Nao;Devedor;Nao;Sim;Sim;2.234,67;2.234,67
5,3545E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;1033;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;986;Nao;Quitado;Nao;Nao;Nao;440;0
5,3554E+14;SFI;Sem tipologia definida;SCM;OUTROS;336;Nao;Quitado;Nao;Nao;Nao;2.709,07;0
5,3554E+14;SFI;Sem tipologia definida;SCM;OUTROS;216;Sim;Quitado;Nao;Nao;Nao;2.257,56;0
5,3554E+14;SFI;Sem tipologia definida;SCM;OUTROS;89;Nao;Quitado;Nao;Nao;Nao;3.145,53;0
5,35E+14;SCO;Competição;SeAC;OUTROS;1907;Nao;Devedor;Nao;Sim;Nao;36.125,14;36.125,14
5,35E+14;SCO;Carregamento de Canais - SeAC;SeAC;OUTROS;1763;Nao;Devedor;Sim;Nao;Nao;2.611.619,10;2.611.619,10
5,35E+14;SCO;Carregamento de Canais - SeAC;SeAC;OUTROS;1112;Sim;Quitado;Nao;Nao;Nao;1.056,69;0
5,35E+14;SCO;Carregamento de Canais - SeAC;SeAC;ALGAR;1112;Sim;Quitado;Nao;Nao;Nao;7.638,96;0
5,3554E+14;SFI;Sem tipologia definida;SCM;OUTROS;669;Nao;Quitado;Nao;Nao;Nao;3.010,08;0
5,35E+14;SCO;Sem tipologia definida;SMP;OUTROS;748;Nao;Quitado;Nao;Nao;Nao;1.250,00;0
5,3548E+14;SFI;Sem tipologia definida;SCM;OUTROS;650;Nao;Devedor;Nao;Sim;Sim;3.585,08;3.585,08
5,3548E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;1007;Sim;Quitado;Nao;Nao;Nao;2.199,56;0
5,3548E+14;SFI;Sem tipologia definida;SMP;CLARO;565;Sim;Quitado;Nao;Nao;Nao;3.750,00;0
5,3548E+14;SFI;Sem tipologia definida;SCM;OUTROS;341;Nao;Quitado;Nao;Nao;Sim;2.550,00;0
5,3548E+14;SFI;Sem tipologia definida;STFC;OI;697;Sim;Quitado;Nao;Nao;Nao;19.800,00;0
5,3504E+14;SFI;Certificação de Produtos;STFC;OUTROS;1006;Sim;Quitado;Nao;Nao;Nao;5.700,00;0
5,35E+14;SCO;Descumprimento de Condicionamentos de Atos;STFC;OUTROS;905;Nao;Devedor;Nao;Sim;Nao;220;220
5,3532E+14;SFI;Sem tipologia definida;SCM;OUTROS;783;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;696;Sim;Quitado;Nao;Nao;Nao;5.205,16;0
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;689;Nao;Devedor;Nao;Sim;Sim;5.595,49;5.595,49
5,3508E+14;SFI;Sem tipologia definida;SMP;OUTROS;604;Sim;Quitado;Nao;Nao;Nao;5.580,16;0
5,3528E+14;SFI;Sem tipologia definida;SCM;OUTROS;511;Sim;Quitado;Nao;Nao;Nao;2.250,00;0
5,3542E+14;SFI;Sem tipologia definida;SCM;OUTROS;499;Nao;Parcial;Nao;Sim;Sim;1.549,96;1.024,53
5,3554E+14;SFI;Sem tipologia definida;SCM;OUTROS;243;Nao;Quitado;Nao;Nao;Nao;3.000,00;0
5,3554E+14;SFI;Sem tipologia definida;SCM;OUTROS;111;Nao;Parcial;Nao;Sim;Sim;2.709,07;2.574,23
5,3548E+14;SFI;Sem tipologia definida;STFC;OI;699;Sim;Quitado;Nao;Nao;Nao;1.800,00;0
5,3548E+14;SFI;Sem tipologia definida;SCM;OUTROS;190;Sim;Quitado;Nao;Nao;Nao;2.070,00;0
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;693;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3542E+14;SFI;Sem tipologia definida;SCM;OUTROS;271;Nao;Quitado;Nao;Nao;Nao;2.700,00;0
5,3504E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;659;Nao;Parcial;Nao;Sim;Sim;5.595,49;3.860,50
5,35E+14;SCO;Sem tipologia definida;STFC;OUTROS;762;Nao;Quitado;Nao;Nao;Nao;6.324,49;0
5,35E+14;SCO;Sem tipologia definida;STFC;SERCOMTEL;762;Nao;Quitado;Nao;Nao;Nao;6.324,49;0
5,3504E+14;SFI;Certificação de Produtos;SCM;OUTROS;1020;Sim;Quitado;Nao;Nao;Nao;562,5;0
5,3554E+14;SFI;Sem tipologia definida;SCM;OUTROS;525;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;859;Nao;Quitado;Nao;Nao;Sim;2.324,05;0
5,3504E+14;SFI;Licenciamento de Estação;SCM;OUTROS;1329;Nao;Quitado;Nao;Nao;Sim;1.340,80;0
5,352E+14;SFI;Sem tipologia definida;SCM;OUTROS;647;Nao;Quitado;Nao;Nao;Nao;4.543,67;0
5,352E+14;SFI;Sem tipologia definida;SCM;OUTROS;700;Nao;Quitado;Nao;Nao;Nao;440;0
5,352E+14;SFI;Sem tipologia definida;SCM;OUTROS;693;Sim;Quitado;Nao;Nao;Nao;4.009,12;0
5,3504E+14;SFI;Sem tipologia definida;STFC;OUTROS;868;Nao;Quitado;Nao;Nao;Nao;720;0
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;839;Nao;Quitado;Nao;Nao;Nao;2.672,75;0
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;678;Sim;Quitado;Nao;Nao;Nao;4.009,12;0
5,3542E+14;SFI;Sem tipologia definida;SCM;OUTROS;293;Nao;Quitado;Nao;Nao;Nao;3.010,08;0
5,3504E+14;SFI;Irregularidade Técnica;SCM;OUTROS;1028;Sim;Quitado;Nao;Nao;Nao;330;0
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;673;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
5,3516E+14;SFI;Sem tipologia definida;SCM;OUTROS;670;Sim;Quitado;Nao;Nao;Nao;2.004,56;0
5,3554E+14;SFI;Não Outorgado - Serviço;SMP;OUTROS;586;Nao;Devedor;Nao;Sim;Sim;1.704,72;1.704,72
5,3524E+14;SFI;Sem tipologia definida;SCM;OUTROS;555;Nao;Quitado;Nao;Nao;Nao;5.880,04;0
5,3569E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;762;Nao;Devedor;Nao;Sim;Sim;3.044,53;3.044,53
5,3569E+14;SFI;Sem tipologia definida;SCM;OUTROS;632;Nao;Quitado;Nao;Nao;Nao;6.089,07;0
5,3569E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;611;Nao;Devedor;Nao;Sim;Sim;5.345,49;5.345,49
5,3578E+14;SFI;Licenciamento de Estação;SCM;TELEFÔNICA;1458;Nao;Quitado;Nao;Nao;Nao;5.000,00;0
5,3524E+14;SFI;Irregularidade Técnica e Certificação;SCM;OUTROS;1396;Nao;Devedor;Nao;Nao;Nao;6.704,00;6.704,00
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;742;Nao;Devedor;Nao;Sim;Sim;1.701,68;1.701,68
5,3542E+14;SFI;Sem tipologia definida;SCM;OUTROS;283;Nao;Devedor;Nao;Sim;Sim;3.010,08;3.010,08
5,352E+14;SFI;Sem tipologia definida;STFC;OUTROS;886;Nao;Devedor;Nao;Sim;Sim;10.401,99;10.401,99
5,3578E+14;SFI;Sem tipologia definida;SCM;CLARO;672;Nao;Quitado;Nao;Nao;Nao;2.400,00;0
5,3528E+14;SFI;Certificação e Não Outorgado - Radiofrequência;SCM;OUTROS;1863;Nao;Devedor;Nao;Sim;Sim;1.314,63;1.314,63
5,3504E+14;SFI;Sem tipologia definida;SCM;OUTROS;715;Nao;Devedor;Nao;Sim;Sim;2.672,75;2.672,75
5,3581E+14;SFI;Sem tipologia definida;SCM;OUTROS;595;Nao;Quitado;Nao;Nao;Nao;5.345,49;0
